blockKey,total,went,rate,smoothedRate,meetsMinSample
"Behind 6-8 | H2 Mid | YTG 81-90 | Dist 20+",29,0,0.0000,0.1077,false
"Ahead 3-5 | H1 Final 4 | YTG 41-50 | Dist 1",29,24,0.8276,0.5145,false
"Behind 3-5 | H2 Mid | YTG 41-50 | Dist 15-20",29,2,0.0690,0.1416,false
"Ahead 9-14 | H2 Mid | YTG 11-20 | Dist 15-20",29,0,0.0000,0.1077,false
"Behind 0-2 | H2 Mid | YTG 61-70 | Dist 1",29,15,0.5172,0.3619,false
"Behind 9-14 | H2 Final 4 | YTG 41-50 | Dist 11-14",29,29,1.0000,0.5992,false
"Behind 9-14 | H2 Final 4 | YTG 21-30 | Dist 6-8",29,22,0.7586,0.4806,false
"Ahead 15+ | H1 Final 4 | YTG 41-50 | Dist 11-14",29,4,0.1379,0.1755,false
"Ahead 6-8 | H1 Final 4 | YTG 71-80 | Dist 15-20",29,2,0.0690,0.1416,false
"Behind 3-5 | H1 Final 4 | YTG 31-40 | Dist 11-14",29,6,0.2069,0.2094,false
"Ahead 9-14 | H1 Final 4 | YTG 81-90 | Dist 15-20",29,0,0.0000,0.1077,false
"Behind 6-8 | H2 Mid | YTG 21-30 | Dist 15-20",29,5,0.1724,0.1924,false
"Tied | H1 Final 4 | YTG 41-50 | Dist 1",29,26,0.8966,0.5484,false
"Ahead 15+ | H1 Mid | YTG 81-90 | Dist 6-8",29,2,0.0690,0.1416,false
"Ahead 0-2 | H2 Final 4 | YTG 1-10 | Dist 3-5",29,14,0.4828,0.3450,false
"Behind 0-2 | H2 Final 4 | YTG 21-30 | Dist 6-8",29,10,0.3448,0.2772,false
"Tied | H1 Final 4 | YTG 11-20 | Dist 3-5",29,3,0.1034,0.1585,false
"Ahead 0-2 | H2 Mid | YTG 41-50 | Dist 1",29,22,0.7586,0.4806,false
"Ahead 0-2 | H2 Mid | YTG 41-50 | Dist 6-8",29,1,0.0345,0.1246,false
"Behind 0-2 | H1 Mid | YTG 11-20 | Dist 3-5",29,2,0.0690,0.1416,false
"Ahead 6-8 | H2 Mid | YTG 71-80 | Dist 2",29,1,0.0345,0.1246,false
"Behind 3-5 | H2 Mid | YTG 81-90 | Dist 6-8",29,3,0.1034,0.1585,false
"Ahead 3-5 | H1 Mid | YTG 81-90 | Dist 20+",29,1,0.0345,0.1246,false
"Behind 0-2 | H2 Early | YTG 1-10 | Dist 6-8",29,0,0.0000,0.1077,false
"Ahead 3-5 | H1 Early | YTG 81-90 | Dist 2",28,2,0.0714,0.1440,false
"Tied | H1 Final 4 | YTG 1-10 | Dist 6-8",28,1,0.0357,0.1268,false
"Behind 15+ | H2 Final 4 | YTG 41-50 | Dist 20+",28,17,0.6071,0.4026,false
"Ahead 0-2 | H1 Mid | YTG 1-10 | Dist 1",28,24,0.8571,0.5233,false
"Ahead 9-14 | H2 Early | YTG 81-90 | Dist 1",28,5,0.1786,0.1957,false
"Behind 9-14 | H1 Early | YTG 91-100 | Dist 20+",28,0,0.0000,0.1095,false
"Ahead 9-14 | H2 Final 4 | YTG 71-80 | Dist 6-8",28,3,0.1071,0.1613,false
"Tied | H2 Early | YTG 21-30 | Dist 2",28,13,0.4643,0.3337,false
"Behind 9-14 | H1 Early | YTG 41-50 | Dist 1",28,21,0.7500,0.4716,false
"Ahead 3-5 | H1 Early | YTG 41-50 | Dist 2",28,11,0.3929,0.2992,false
"Behind 6-8 | H1 Final 4 | YTG 31-40 | Dist 15-20",28,3,0.1071,0.1613,false
"Behind 3-5 | H2 Early | YTG 91-100 | Dist 6-8",28,0,0.0000,0.1095,false
"Behind 9-14 | H2 Early | YTG 81-90 | Dist 2",28,5,0.1786,0.1957,false
"Behind 9-14 | H1 Early | YTG 31-40 | Dist 15-20",28,4,0.1429,0.1785,false
"Ahead 0-2 | H2 Mid | YTG 61-70 | Dist 11-14",28,0,0.0000,0.1095,false
"Behind 0-2 | H1 Final 4 | YTG 1-10 | Dist 3-5",28,3,0.1071,0.1613,false
"Behind 9-14 | H2 Mid | YTG 71-80 | Dist 2",28,11,0.3929,0.2992,false
"Behind 6-8 | H2 Mid | YTG 71-80 | Dist 20+",28,2,0.0714,0.1440,false
"Behind 9-14 | H2 Final 4 | YTG 51-60 | Dist 1",28,27,0.9643,0.5751,false
"Ahead 9-14 | H1 Final 4 | YTG 41-50 | Dist 15-20",28,4,0.1429,0.1785,false
"Behind 9-14 | H1 Final 4 | YTG 41-50 | Dist 2",28,19,0.6786,0.4371,false
"Tied | H2 Final 4 | YTG 41-50 | Dist 6-8",28,1,0.0357,0.1268,false
"Behind 3-5 | H2 Final 4 | YTG 61-70 | Dist 15-20",28,22,0.7857,0.4888,false
"Ahead 3-5 | H1 Final 4 | YTG 31-40 | Dist 1",28,23,0.8214,0.5061,false
"Tied | H2 Mid | YTG 61-70 | Dist 15-20",28,0,0.0000,0.1095,false
"Ahead 0-2 | H2 Final 4 | YTG 1-10 | Dist 1",28,13,0.4643,0.3337,false
"Behind 9-14 | H1 Mid | YTG 1-10 | Dist 9-10",28,2,0.0714,0.1440,false
"Behind 9-14 | H1 Early | YTG 31-40 | Dist 9-10",28,3,0.1071,0.1613,false
"Behind 6-8 | H2 Final 4 | YTG 61-70 | Dist 1",28,26,0.9286,0.5578,false
"Ahead 15+ | H2 Final 4 | YTG 41-50 | Dist 15-20",28,3,0.1071,0.1613,false
"Behind 3-5 | H2 Early | YTG 11-20 | Dist 15-20",28,0,0.0000,0.1095,false
"Behind 3-5 | H2 Final 4 | YTG 51-60 | Dist 15-20",28,21,0.7500,0.4716,false
"Tied | H2 Early | YTG 71-80 | Dist 20+",28,0,0.0000,0.1095,false
"Behind 9-14 | H2 Mid | YTG 91-100 | Dist 9-10",28,4,0.1429,0.1785,false
"Ahead 6-8 | H1 Early | YTG 81-90 | Dist 2",28,5,0.1786,0.1957,false
"Tied | H1 Final 4 | YTG 71-80 | Dist 15-20",28,0,0.0000,0.1095,false
"Tied | H1 Final 4 | YTG 21-30 | Dist 9-10",28,2,0.0714,0.1440,false
"Behind 9-14 | H2 Early | YTG 41-50 | Dist 20+",28,1,0.0357,0.1268,false
"Ahead 9-14 | H1 Final 4 | YTG 61-70 | Dist 15-20",28,0,0.0000,0.1095,false
"Ahead 3-5 | H1 Final 4 | YTG 31-40 | Dist 9-10",28,3,0.1071,0.1613,false
"Behind 3-5 | H1 Mid | YTG 71-80 | Dist 20+",28,1,0.0357,0.1268,false
"Ahead 15+ | H2 Early | YTG 81-90 | Dist 20+",28,1,0.0357,0.1268,false
"Ahead 6-8 | H2 Final 4 | YTG 71-80 | Dist 11-14",28,0,0.0000,0.1095,false
"Ahead 3-5 | H2 Final 4 | YTG 41-50 | Dist 9-10",28,2,0.0714,0.1440,false
"Tied | H2 Mid | YTG 21-30 | Dist 11-14",28,3,0.1071,0.1613,false
"Ahead 6-8 | H1 Final 4 | YTG 81-90 | Dist 6-8",28,0,0.0000,0.1095,false
"Ahead 3-5 | H1 Early | YTG 31-40 | Dist 2",28,19,0.6786,0.4371,false
"Tied | H2 Mid | YTG 41-50 | Dist 2",28,10,0.3571,0.2820,false
"Ahead 3-5 | H1 Final 4 | YTG 21-30 | Dist 1",28,17,0.6071,0.4026,false
"Ahead 15+ | H1 Mid | YTG 51-60 | Dist 2",28,6,0.2143,0.2130,false
"Ahead 6-8 | H1 Final 4 | YTG 71-80 | Dist 1",28,2,0.0714,0.1440,false
"Ahead 9-14 | H1 Early | YTG 41-50 | Dist 6-8",28,1,0.0357,0.1268,false
"Tied | H2 Early | YTG 1-10 | Dist 2",28,11,0.3929,0.2992,false
"Tied | H2 Mid | YTG 31-40 | Dist 11-14",28,1,0.0357,0.1268,false
"Behind 3-5 | H2 Final 4 | YTG 61-70 | Dist 11-14",28,19,0.6786,0.4371,false
"Behind 6-8 | H2 Mid | YTG 11-20 | Dist 2",28,21,0.7500,0.4716,false
"Ahead 6-8 | H2 Mid | YTG 21-30 | Dist 2",28,9,0.3214,0.2647,false
"Behind 0-2 | H2 Early | YTG 31-40 | Dist 1",28,20,0.7143,0.4544,false
"Ahead 3-5 | H2 Final 4 | YTG 71-80 | Dist 9-10",28,3,0.1071,0.1613,false
"Behind 9-14 | H2 Final 4 | YTG 61-70 | Dist 11-14",27,25,0.9259,0.5501,false
"Behind 6-8 | H2 Final 4 | YTG 51-60 | Dist 15-20",27,22,0.8148,0.4974,false
"Behind 6-8 | H2 Final 4 | YTG 41-50 | Dist 1",27,27,1.0000,0.5851,false
"Behind 3-5 | H2 Early | YTG 71-80 | Dist 2",27,1,0.0370,0.1290,false
"Ahead 15+ | H1 Mid | YTG 51-60 | Dist 15-20",27,0,0.0000,0.1115,false
"Tied | H2 Final 4 | YTG 11-20 | Dist 6-8",27,2,0.0741,0.1465,false
"Behind 3-5 | H2 Early | YTG 41-50 | Dist 20+",27,1,0.0370,0.1290,false
"Behind 9-14 | H2 Early | YTG 81-90 | Dist 1",27,9,0.3333,0.2694,false
"Behind 15+ | H1 Early | YTG 61-70 | Dist 11-14",27,0,0.0000,0.1115,false
"Behind 6-8 | H2 Final 4 | YTG 61-70 | Dist 15-20",27,18,0.6667,0.4272,false
"Behind 6-8 | H2 Early | YTG 91-100 | Dist 15-20",27,0,0.0000,0.1115,false
"Tied | H1 Early | YTG 11-20 | Dist 20+",27,1,0.0370,0.1290,false
"Ahead 0-2 | H1 Mid | YTG 51-60 | Dist 6-8",27,2,0.0741,0.1465,false
"Tied | H2 Mid | YTG 61-70 | Dist 2",27,4,0.1481,0.1816,false
"Behind 0-2 | H2 Early | YTG 21-30 | Dist 6-8",27,2,0.0741,0.1465,false
"Ahead 3-5 | H1 Final 4 | YTG 71-80 | Dist 15-20",27,0,0.0000,0.1115,false
"Ahead 6-8 | H1 Final 4 | YTG 11-20 | Dist 11-14",27,0,0.0000,0.1115,false
"Ahead 3-5 | H2 Final 4 | YTG 51-60 | Dist 11-14",27,2,0.0741,0.1465,false
"Ahead 9-14 | H2 Early | YTG 61-70 | Dist 20+",27,1,0.0370,0.1290,false
"Ahead 15+ | H1 Mid | YTG 21-30 | Dist 2",27,20,0.7407,0.4623,false
"Behind 6-8 | H1 Early | YTG 81-90 | Dist 1",27,8,0.2963,0.2518,false
"Behind 9-14 | H2 Mid | YTG 1-10 | Dist 9-10",27,6,0.2222,0.2167,false
"Behind 3-5 | H1 Early | YTG 71-80 | Dist 2",27,0,0.0000,0.1115,false
"Behind 6-8 | H1 Final 4 | YTG 11-20 | Dist 1",27,20,0.7407,0.4623,false
"Ahead 9-14 | H2 Final 4 | YTG 11-20 | Dist 11-14",27,4,0.1481,0.1816,false
"Ahead 6-8 | H2 Early | YTG 21-30 | Dist 15-20",27,3,0.1111,0.1641,false
"Behind 15+ | H1 Final 4 | YTG 41-50 | Dist 2",27,20,0.7407,0.4623,false
"Behind 3-5 | H2 Final 4 | YTG 21-30 | Dist 3-5",27,21,0.7778,0.4799,false
"Tied | H1 Final 4 | YTG 21-30 | Dist 1",27,19,0.7037,0.4448,false
"Ahead 6-8 | H2 Final 4 | YTG 71-80 | Dist 9-10",27,2,0.0741,0.1465,false
"Ahead 3-5 | H1 Final 4 | YTG 41-50 | Dist 9-10",27,2,0.0741,0.1465,false
"Ahead 9-14 | H2 Early | YTG 41-50 | Dist 20+",27,1,0.0370,0.1290,false
"Ahead 6-8 | H2 Mid | YTG 31-40 | Dist 2",27,10,0.3704,0.2869,false
"Ahead 9-14 | H1 Mid | YTG 31-40 | Dist 20+",27,1,0.0370,0.1290,false
"Ahead 3-5 | H2 Final 4 | YTG 11-20 | Dist 6-8",27,4,0.1481,0.1816,false
"Behind 0-2 | H2 Early | YTG 21-30 | Dist 9-10",27,1,0.0370,0.1290,false
"Ahead 6-8 | H1 Final 4 | YTG 21-30 | Dist 11-14",27,0,0.0000,0.1115,false
"Ahead 3-5 | H1 Mid | YTG 61-70 | Dist 20+",27,0,0.0000,0.1115,false
"Behind 6-8 | H1 Final 4 | YTG 21-30 | Dist 15-20",27,1,0.0370,0.1290,false
"Ahead 3-5 | H2 Final 4 | YTG 31-40 | Dist 9-10",27,5,0.1852,0.1992,false
"Ahead 0-2 | H2 Mid | YTG 61-70 | Dist 9-10",27,0,0.0000,0.1115,false
"Ahead 15+ | H1 Final 4 | YTG 51-60 | Dist 15-20",27,0,0.0000,0.1115,false
"Behind 3-5 | H1 Final 4 | YTG 31-40 | Dist 15-20",27,4,0.1481,0.1816,false
"Tied | H2 Final 4 | YTG 71-80 | Dist 9-10",27,2,0.0741,0.1465,false
"Behind 3-5 | H2 Final 4 | YTG 31-40 | Dist 1",27,26,0.9630,0.5676,false
"Ahead 9-14 | H1 Final 4 | YTG 1-10 | Dist 9-10",27,0,0.0000,0.1115,false
"Tied | H1 Final 4 | YTG 41-50 | Dist 11-14",27,0,0.0000,0.1115,false
"Behind 9-14 | H2 Mid | YTG 81-90 | Dist 1",27,17,0.6296,0.4097,false
"Tied | H1 Early | YTG 1-10 | Dist 11-14",27,0,0.0000,0.1115,false
"Ahead 15+ | H1 Mid | YTG 31-40 | Dist 15-20",27,0,0.0000,0.1115,false
"Ahead 3-5 | H2 Mid | YTG 21-30 | Dist 2",27,15,0.5556,0.3746,false
"Ahead 0-2 | H2 Early | YTG 31-40 | Dist 3-5",27,11,0.4074,0.3044,false
"Behind 3-5 | H2 Early | YTG 1-10 | Dist 2",27,17,0.6296,0.4097,false
"Tied | H2 Mid | YTG 71-80 | Dist 1",27,6,0.2222,0.2167,false
"Behind 9-14 | H1 Early | YTG 21-30 | Dist 11-14",26,4,0.1538,0.1849,false
"Behind 6-8 | H1 Final 4 | YTG 81-90 | Dist 11-14",26,1,0.0385,0.1313,false
"Behind 0-2 | H2 Mid | YTG 11-20 | Dist 11-14",26,0,0.0000,0.1134,false
"Ahead 9-14 | H2 Mid | YTG 81-90 | Dist 1",26,5,0.1923,0.2027,false
"Ahead 9-14 | H1 Early | YTG 21-30 | Dist 15-20",26,0,0.0000,0.1134,false
"Ahead 9-14 | H2 Final 4 | YTG 41-50 | Dist 15-20",26,4,0.1538,0.1849,false
"Ahead 6-8 | H2 Final 4 | YTG 51-60 | Dist 1",26,6,0.2308,0.2206,false
"Ahead 0-2 | H2 Final 4 | YTG 11-20 | Dist 3-5",26,5,0.1923,0.2027,false
"Behind 15+ | H1 Mid | YTG 11-20 | Dist 2",26,16,0.6154,0.3992,false
"Ahead 15+ | H2 Final 4 | YTG 81-90 | Dist 9-10",26,4,0.1538,0.1849,false
"Tied | H1 Final 4 | YTG 81-90 | Dist 11-14",26,0,0.0000,0.1134,false
"Tied | H1 Final 4 | YTG 31-40 | Dist 15-20",26,2,0.0769,0.1492,false
"Behind 3-5 | H1 Final 4 | YTG 61-70 | Dist 1",26,8,0.3077,0.2563,false
"Ahead 6-8 | H1 Final 4 | YTG 51-60 | Dist 11-14",26,1,0.0385,0.1313,false
"Ahead 3-5 | H1 Final 4 | YTG 51-60 | Dist 15-20",26,1,0.0385,0.1313,false
"Ahead 3-5 | H1 Final 4 | YTG 31-40 | Dist 2",26,16,0.6154,0.3992,false
"Ahead 9-14 | H1 Final 4 | YTG 51-60 | Dist 15-20",26,0,0.0000,0.1134,false
"Ahead 6-8 | H1 Early | YTG 51-60 | Dist 20+",26,2,0.0769,0.1492,false
"Ahead 9-14 | H1 Final 4 | YTG 81-90 | Dist 6-8",26,2,0.0769,0.1492,false
"Ahead 0-2 | H2 Early | YTG 11-20 | Dist 6-8",26,0,0.0000,0.1134,false
"Behind 15+ | H1 Early | YTG 81-90 | Dist 15-20",26,0,0.0000,0.1134,false
"Behind 3-5 | H2 Final 4 | YTG 1-10 | Dist 1",26,24,0.9231,0.5420,false
"Behind 3-5 | H2 Early | YTG 81-90 | Dist 20+",26,3,0.1154,0.1670,false
"Tied | H2 Final 4 | YTG 61-70 | Dist 9-10",26,2,0.0769,0.1492,false
"Behind 6-8 | H1 Early | YTG 1-10 | Dist 6-8",26,0,0.0000,0.1134,false
"Behind 15+ | H1 Final 4 | YTG 61-70 | Dist 20+",26,2,0.0769,0.1492,false
"Tied | H2 Mid | YTG 81-90 | Dist 9-10",26,1,0.0385,0.1313,false
"Behind 9-14 | H2 Final 4 | YTG 21-30 | Dist 15-20",26,23,0.8846,0.5242,false
"Ahead 9-14 | H2 Final 4 | YTG 61-70 | Dist 1",26,9,0.3462,0.2742,false
"Ahead 9-14 | H2 Early | YTG 71-80 | Dist 20+",26,0,0.0000,0.1134,false
"Ahead 15+ | H2 Final 4 | YTG 91-100 | Dist 6-8",26,5,0.1923,0.2027,false
"Tied | H2 Mid | YTG 41-50 | Dist 15-20",26,0,0.0000,0.1134,false
"Ahead 9-14 | H1 Mid | YTG 81-90 | Dist 2",26,1,0.0385,0.1313,false
"Ahead 9-14 | H1 Final 4 | YTG 81-90 | Dist 11-14",26,1,0.0385,0.1313,false
"Ahead 15+ | H1 Final 4 | YTG 81-90 | Dist 15-20",26,1,0.0385,0.1313,false
"Ahead 6-8 | H2 Final 4 | YTG 61-70 | Dist 1",26,11,0.4231,0.3099,false
"Ahead 9-14 | H1 Final 4 | YTG 21-30 | Dist 2",26,14,0.5385,0.3634,false
"Behind 15+ | H1 Final 4 | YTG 71-80 | Dist 20+",26,2,0.0769,0.1492,false
"Ahead 9-14 | H2 Final 4 | YTG 1-10 | Dist 2",26,13,0.5000,0.3456,false
"Behind 0-2 | H2 Mid | YTG 21-30 | Dist 6-8",26,5,0.1923,0.2027,false
"Ahead 15+ | H1 Final 4 | YTG 61-70 | Dist 15-20",26,0,0.0000,0.1134,false
"Behind 0-2 | H1 Mid | YTG 71-80 | Dist 9-10",26,1,0.0385,0.1313,false
"Behind 6-8 | H1 Final 4 | YTG 71-80 | Dist 15-20",26,0,0.0000,0.1134,false
"Behind 3-5 | H1 Early | YTG 1-10 | Dist 9-10",26,1,0.0385,0.1313,false
"Behind 0-2 | H2 Early | YTG 51-60 | Dist 9-10",26,0,0.0000,0.1134,false
"Tied | H2 Final 4 | YTG 51-60 | Dist 6-8",26,3,0.1154,0.1670,false
"Ahead 3-5 | H2 Final 4 | YTG 31-40 | Dist 11-14",26,2,0.0769,0.1492,false
"Behind 3-5 | H2 Final 4 | YTG 21-30 | Dist 9-10",26,20,0.7692,0.4706,false
"Ahead 9-14 | H1 Early | YTG 41-50 | Dist 1",26,18,0.6923,0.4349,false
"Ahead 0-2 | H2 Early | YTG 1-10 | Dist 1",26,15,0.5769,0.3813,false
"Tied | H1 Final 4 | YTG 61-70 | Dist 1",26,7,0.2692,0.2384,false
"Ahead 6-8 | H1 Final 4 | YTG 71-80 | Dist 11-14",26,1,0.0385,0.1313,false
"Ahead 3-5 | H2 Early | YTG 91-100 | Dist 6-8",26,1,0.0385,0.1313,false
"Ahead 6-8 | H1 Final 4 | YTG 61-70 | Dist 1",26,4,0.1538,0.1849,false
"Behind 9-14 | H2 Final 4 | YTG 1-10 | Dist 1",26,25,0.9615,0.5599,false
"Behind 3-5 | H1 Early | YTG 31-40 | Dist 2",26,16,0.6154,0.3992,false
"Behind 9-14 | H2 Final 4 | YTG 51-60 | Dist 15-20",26,26,1.0000,0.5777,false
"Ahead 3-5 | H2 Mid | YTG 21-30 | Dist 15-20",26,2,0.0769,0.1492,false
"Tied | H2 Mid | YTG 11-20 | Dist 11-14",26,0,0.0000,0.1134,false
"Tied | H1 Mid | YTG 31-40 | Dist 20+",26,2,0.0769,0.1492,false
"Ahead 3-5 | H1 Final 4 | YTG 41-50 | Dist 15-20",26,2,0.0769,0.1492,false
"Tied | H1 Final 4 | YTG 31-40 | Dist 11-14",26,3,0.1154,0.1670,false
"Behind 0-2 | H2 Final 4 | YTG 51-60 | Dist 3-5",26,25,0.9615,0.5599,false
"Ahead 3-5 | H1 Early | YTG 71-80 | Dist 1",26,5,0.1923,0.2027,false
"Behind 9-14 | H2 Final 4 | YTG 31-40 | Dist 15-20",26,23,0.8846,0.5242,false
"Tied | H1 Final 4 | YTG 81-90 | Dist 6-8",26,1,0.0385,0.1313,false
"Behind 3-5 | H1 Final 4 | YTG 51-60 | Dist 11-14",25,1,0.0400,0.1337,false
"Behind 3-5 | H2 Early | YTG 91-100 | Dist 11-14",25,0,0.0000,0.1155,false
"Ahead 0-2 | H2 Mid | YTG 1-10 | Dist 1",25,17,0.6800,0.4246,false
"Ahead 9-14 | H2 Mid | YTG 81-90 | Dist 2",25,3,0.1200,0.1701,false
"Ahead 3-5 | H2 Final 4 | YTG 51-60 | Dist 9-10",25,3,0.1200,0.1701,false
"Ahead 3-5 | H1 Early | YTG 51-60 | Dist 2",25,2,0.0800,0.1519,false
"Behind 6-8 | H1 Early | YTG 1-10 | Dist 2",25,20,0.8000,0.4791,false
"Ahead 6-8 | H1 Mid | YTG 81-90 | Dist 20+",25,0,0.0000,0.1155,false
"Behind 9-14 | H1 Mid | YTG 21-30 | Dist 20+",25,0,0.0000,0.1155,false
"Ahead 0-2 | H1 Mid | YTG 61-70 | Dist 6-8",25,3,0.1200,0.1701,false
"Behind 0-2 | H1 Mid | YTG 1-10 | Dist 1",25,23,0.9200,0.5337,false
"Tied | H1 Final 4 | YTG 11-20 | Dist 11-14",25,0,0.0000,0.1155,false
"Ahead 3-5 | H1 Final 4 | YTG 1-10 | Dist 2",25,9,0.3600,0.2791,false
"Ahead 0-2 | H2 Early | YTG 51-60 | Dist 9-10",25,0,0.0000,0.1155,false
"Ahead 3-5 | H1 Mid | YTG 91-100 | Dist 11-14",25,0,0.0000,0.1155,false
"Ahead 6-8 | H2 Mid | YTG 91-100 | Dist 6-8",25,0,0.0000,0.1155,false
"Behind 9-14 | H1 Mid | YTG 81-90 | Dist 1",25,5,0.2000,0.2064,false
"Ahead 3-5 | H2 Early | YTG 81-90 | Dist 1",25,5,0.2000,0.2064,false
"Behind 9-14 | H1 Final 4 | YTG 11-20 | Dist 1",25,17,0.6800,0.4246,false
"Ahead 6-8 | H2 Final 4 | YTG 51-60 | Dist 9-10",25,1,0.0400,0.1337,false
"Behind 3-5 | H2 Final 4 | YTG 61-70 | Dist 6-8",25,17,0.6800,0.4246,false
"Ahead 6-8 | H2 Final 4 | YTG 41-50 | Dist 9-10",25,1,0.0400,0.1337,false
"Ahead 9-14 | H1 Early | YTG 81-90 | Dist 6-8",25,0,0.0000,0.1155,false
"Ahead 3-5 | H2 Final 4 | YTG 61-70 | Dist 1",25,5,0.2000,0.2064,false
"Ahead 15+ | H1 Mid | YTG 31-40 | Dist 2",25,18,0.7200,0.4428,false
"Ahead 9-14 | H2 Final 4 | YTG 21-30 | Dist 2",25,23,0.9200,0.5337,false
"Behind 6-8 | H1 Final 4 | YTG 61-70 | Dist 2",25,2,0.0800,0.1519,false
"Behind 0-2 | H1 Mid | YTG 71-80 | Dist 3-5",25,1,0.0400,0.1337,false
"Ahead 6-8 | H2 Final 4 | YTG 21-30 | Dist 1",25,13,0.5200,0.3519,false
"Behind 3-5 | H2 Final 4 | YTG 1-10 | Dist 3-5",25,25,1.0000,0.5701,false
"Behind 3-5 | H2 Mid | YTG 41-50 | Dist 20+",25,1,0.0400,0.1337,false
"Behind 15+ | H1 Early | YTG 51-60 | Dist 3-5",25,3,0.1200,0.1701,false
"Behind 0-2 | H2 Final 4 | YTG 41-50 | Dist 9-10",25,24,0.9600,0.5519,false
"Ahead 3-5 | H1 Mid | YTG 51-60 | Dist 20+",25,1,0.0400,0.1337,false
"Behind 6-8 | H2 Final 4 | YTG 61-70 | Dist 6-8",25,24,0.9600,0.5519,false
"Ahead 9-14 | H1 Final 4 | YTG 11-20 | Dist 2",25,6,0.2400,0.2246,false
"Ahead 15+ | H1 Final 4 | YTG 61-70 | Dist 11-14",25,1,0.0400,0.1337,false
"Behind 0-2 | H1 Mid | YTG 71-80 | Dist 11-14",25,1,0.0400,0.1337,false
"Behind 9-14 | H1 Mid | YTG 91-100 | Dist 3-5",25,2,0.0800,0.1519,false
"Behind 0-2 | H2 Early | YTG 31-40 | Dist 6-8",25,7,0.2800,0.2428,false
"Ahead 3-5 | H1 Final 4 | YTG 11-20 | Dist 1",25,11,0.4400,0.3155,false
"Ahead 15+ | H2 Early | YTG 91-100 | Dist 11-14",25,0,0.0000,0.1155,false
"Ahead 9-14 | H1 Final 4 | YTG 51-60 | Dist 2",25,2,0.0800,0.1519,false
"Ahead 0-2 | H1 Mid | YTG 61-70 | Dist 11-14",25,1,0.0400,0.1337,false
"Behind 9-14 | H1 Early | YTG 41-50 | Dist 15-20",25,0,0.0000,0.1155,false
"Tied | H1 Final 4 | YTG 51-60 | Dist 15-20",25,0,0.0000,0.1155,false
"Behind 9-14 | H2 Final 4 | YTG 41-50 | Dist 15-20",25,25,1.0000,0.5701,false
"Tied | H2 Early | YTG 31-40 | Dist 15-20",25,1,0.0400,0.1337,false
"Behind 0-2 | H2 Early | YTG 1-10 | Dist 1",25,20,0.8000,0.4791,false
"Ahead 6-8 | H1 Final 4 | YTG 11-20 | Dist 1",25,18,0.7200,0.4428,false
"Ahead 15+ | H1 Final 4 | YTG 31-40 | Dist 2",24,20,0.8333,0.4880,false
"Ahead 3-5 | H2 Mid | YTG 91-100 | Dist 6-8",24,0,0.0000,0.1177,false
"Behind 0-2 | H1 Mid | YTG 51-60 | Dist 6-8",24,0,0.0000,0.1177,false
"Behind 9-14 | H2 Mid | YTG 91-100 | Dist 3-5",24,15,0.6250,0.3954,false
"Tied | H2 Final 4 | YTG 1-10 | Dist 1",24,13,0.5417,0.3584,false
"Ahead 9-14 | H2 Early | YTG 91-100 | Dist 3-5",24,1,0.0417,0.1362,false
"Behind 0-2 | H2 Final 4 | YTG 41-50 | Dist 3-5",24,22,0.9167,0.5251,false
"Behind 15+ | H1 Mid | YTG 51-60 | Dist 20+",24,0,0.0000,0.1177,false
"Behind 6-8 | H1 Final 4 | YTG 71-80 | Dist 1",24,4,0.1667,0.1917,false
"Ahead 6-8 | H1 Early | YTG 11-20 | Dist 2",24,16,0.6667,0.4139,false
"Behind 3-5 | H2 Mid | YTG 91-100 | Dist 20+",24,1,0.0417,0.1362,false
"Behind 6-8 | H2 Early | YTG 81-90 | Dist 20+",24,0,0.0000,0.1177,false
"Behind 6-8 | H1 Early | YTG 31-40 | Dist 20+",24,2,0.0833,0.1547,false
"Behind 6-8 | H1 Mid | YTG 91-100 | Dist 20+",24,0,0.0000,0.1177,false
"Ahead 15+ | H2 Final 4 | YTG 11-20 | Dist 15-20",24,8,0.3333,0.2658,false
"Ahead 0-2 | H2 Mid | YTG 61-70 | Dist 1",24,10,0.4167,0.3028,false
"Behind 6-8 | H1 Mid | YTG 21-30 | Dist 20+",24,2,0.0833,0.1547,false
"Behind 6-8 | H2 Early | YTG 91-100 | Dist 20+",24,1,0.0417,0.1362,false
"Behind 0-2 | H2 Mid | YTG 11-20 | Dist 6-8",24,0,0.0000,0.1177,false
"Behind 15+ | H2 Final 4 | YTG 31-40 | Dist 20+",24,19,0.7917,0.4695,false
"Ahead 15+ | H1 Mid | YTG 81-90 | Dist 9-10",24,2,0.0833,0.1547,false
"Tied | H1 Final 4 | YTG 51-60 | Dist 1",24,14,0.5833,0.3769,false
"Ahead 6-8 | H1 Early | YTG 81-90 | Dist 1",24,6,0.2500,0.2288,false
"Ahead 9-14 | H2 Final 4 | YTG 21-30 | Dist 11-14",24,6,0.2500,0.2288,false
"Ahead 9-14 | H2 Mid | YTG 61-70 | Dist 20+",24,0,0.0000,0.1177,false
"Ahead 6-8 | H1 Early | YTG 71-80 | Dist 20+",24,0,0.0000,0.1177,false
"Behind 3-5 | H2 Mid | YTG 31-40 | Dist 2",24,14,0.5833,0.3769,false
"Ahead 3-5 | H2 Mid | YTG 31-40 | Dist 2",24,14,0.5833,0.3769,false
